LE_MET_level6 beta.se.LE_MET_level6
16 0
16 0
16 0
16 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0.67267
17 0.10929
17 0
17 0
17 0
17 0.25852
17 0
17 0
17 0
17 32.58536
17 0
17 0
17 0.81942
17 0
17 0.33012
17 0
17 0.4832
17 0.54957
17 0
17 0
17 0
17 0
17 0
17 0
17 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0.24806
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0.28471
18 0
18 0
18 0.23688
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0.28645
19 0
19 0
19 0
19 0.34435
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0.26944
19 0
19 0
19 0.29012
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0.25902
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0.82244
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
2 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
20 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
21 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0.59309
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
22 0
23 0
23 0
23 0
23 1.03889
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
23 0
24 0
24 0
24 0
24 0.34341
24 0
24 0
24 0
24 2.02367
24 0
24 0
24 0.61499
24 0
24 0
24 0
24 1.19496
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
24 2.26432
24 0
24 0
24 0
24 0
24 0
24 0
24 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
25 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
26 0
27 0
27 0.25637
27 0
27 0
27 0
27 0
27 0
27 0
27 0.33525
27 0.22704
27 0
27 0
27 0.59168
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0.33307
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
28 0
28 0.26993
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0.22686
28 0
28 0.11344
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0.33228
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
29 0
29 0.26426
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0.22326
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0.38753
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
8 0
8 0
8 104.47208
8 0.23238
8 0
8 0
8 0.82187
8 1.31425
8 1.09953
8 0.38187
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0.62362
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0.84535
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0.40958
9 0
9 0.27184
9 0
9 0.88002
9 0
9 0
9 0
9 0
9 0
9 0
9 0.38839
9 0
9 0.69105
9 0
9 0
9 0.38291
9 0
9 0
9 0
9 0
9 0.57677
9 0
9 0
